ID	sample_type	Area	ion	date	day	CO2_ppm	mass_C	exp_period	C_rate	cum_C
MR.M.13C-Cel.D30.R3	Unknown	546655	mz44	151118	2	25309.0678251165	3.34245852561274	experimental	0.139269105233864	6.60823836469622
MR.A.13C-Xyl.D14.R3	Unknown	127762	mz44	151118	2	5297.68336856686	0.699642004344804	experimental	0.0291517501810335	1.15271553090728
MR.F.13C-Xyl.D14.R3	Unknown	499926	mz44	151118	2	23076.7269068627	3.08175837472693	experimental	0.128406598946955	5.4831961578326
MR.M.13C-Xyl.D14.R3	Unknown	335604	mz44	151118	2	15226.7253153604	2.01092739563416	experimental	0.0837886414847566	4.57607833323805
MR.A.13C-Ami.D14.R3	Unknown	144439	mz44	151118	2	6094.37812971559	0.822877226179647	experimental	0.0342865510908186	1.30913939910276
MR.F.13C-Ami.D14.R3	Unknown	525317	mz44	151118	2	24289.7074597396	3.08215589190519	experimental	0.128423162162716	5.5316365330855
MR.M.13C-Ami.D14.R3	Unknown	313308	mz44	151118	2	14161.5993098095	1.87026083601585	experimental	0.0779275348339939	4.38441573183052
MR.A.13C-Van.D30.R3	Unknown	188251	mz44	151118	2	8187.36792856722	1.0812700777549	experimental	0.0450529199064543	1.63410349599015
MR.F.13C-Van.D30.R3	Unknown	542784	mz44	151118	2	25124.1421538083	3.33660729450718	experimental	0.139025303937799	6.65211647184227
MR.M.13C-Van.D30.R3	Unknown	443731	mz44	151118	2	20392.1756025062	2.71320375757197	experimental	0.113050156565499	6.07502058996328
MR.A.13C-Pal.D30.R3	Unknown	219978	mz44	151118	2	9703.03229787621	1.23362245593604	experimental	0.0514009356640016	1.62764456638358
MR.F.13C-Pal.D30.R3	Unknown	641031	mz44	151118	2	29817.6044191187	3.99665569568513	experimental	0.166527320653547	7.19327456390117
MR.M.13C-Pal.D30.R3	Unknown	573613	mz44	151118	2	26596.9072069626	3.26351466495425	experimental	0.135979777706427	6.24407808932798
unk_5perc_2.0ml_3	Unknown	165537	mz44	151118	2	7102.2731990156	NA	experimental	NA	NA
std_1perc_0.0ml	Standard	167	mz45	151118	2	0	NA	experimental	NA	NA
std_1perc_2.0ml	Standard	463	mz45	151118	2	14.1405318282681	NA	experimental	NA	NA
std_1perc_4.0ml	Standard	987	mz45	151118	2	39.1730949296616	NA	experimental	NA	NA
std_5perc_2.0ml	Standard	1216	mz45	151118	2	50.1128982697744	NA	experimental	NA	NA
std_5perc_4.0ml	Standard	4635	mz45	151118	2	213.445595299668	NA	experimental	NA	NA
std_5perc_8.0ml	Standard	9111	mz45	151118	2	427.273367135236	NA	experimental	NA	NA
std_100perc_0.8ml	Standard	18057	mz45	151118	2	854.642278404446	NA	experimental	NA	NA
air_control	Unknown	339	mz45	151118	2	8.21679552183145	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R1	Unknown	431	mz45	151118	2	12.6118256846715	0.00167180385710265	experimental	6.96584940459435e-05	0.00558117964560801
MR.F.H2O-Con.D30.R1	Unknown	1015	mz45	151118	2	40.5107128053086	0.00539998107409081	experimental	0.000224999211420451	0.0169412423565997
MR.M.H2O-Con.D30.R1	Unknown	1071	mz45	151118	2	43.1859485566025	0.00571402105738682	experimental	0.000238084210724451	0.0182176741592521
MR.A.12C-Con.D30.R1	Unknown	1979	mz45	151118	2	86.5629853811546	0.0115173104518545	experimental	0.000479887935493937	0.0159198661628424
MR.F.12C-Con.D30.R1	Unknown	8994	mz45	151118	2	421.684035297711	0.0554821783352234	experimental	0.00231175743063431	0.0960167017645846
MR.M.12C-Con.D30.R1	Unknown	7122	mz45	151118	2	332.254725897313	0.0439613013873068	experimental	0.00183172089113778	0.0830602002833944
MR.A.13C-Cel.D30.R1	Unknown	2913	mz45	151118	2	131.182095947379	0.0175832257873754	experimental	0.000732634407807308	0.0248136218960297
MR.F.13C-Cel.D30.R1	Unknown	10048	mz45	151118	2	472.035793902422	0.0595483840469753	experimental	0.00248118266862397	0.10847904509457
MR.M.13C-Cel.D30.R1	Unknown	9206	mz45	151118	2	431.811713499038	0.0570274951735668	experimental	0.00237614563223195	0.10417891002414
MR.A.13C-Xyl.D14.R1	Unknown	46325	mz45	151118	2	2205.06306800405	0.294472938213853	experimental	0.0122697057589105	0.338891371390783
MR.F.13C-Xyl.D14.R1	Unknown	201440	mz45	151118	2	9615.22723875339	1.19876804334019	experimental	0.049948668472508	2.03361529629303
MR.M.13C-Xyl.D14.R1	Unknown	186197	mz45	151118	2	8887.03762166457	1.1386374140978	experimental	0.0474432255874083	1.89691477886466
MR.A.13C-Ami.D14.R1	Unknown	91725	mz45	151118	2	4373.91490923165	0.547468492415025	experimental	0.0228111871839594	0.606033469720399
MR.F.13C-Ami.D14.R1	Unknown	166179	mz45	151118	2	7930.73638471095	1.05519411850622	experimental	0.0439664216044258	1.90462387256444
MR.M.13C-Ami.D14.R1	Unknown	124260	mz45	151118	2	5928.17910866646	0.78875143813575	experimental	0.0328646432556562	1.81584614623354
MR.A.13C-Van.D30.R1	Unknown	40314	mz45	151118	2	1917.90517334283	0.255179615182451	experimental	0.0106324839659355	0.274892229230576
MR.F.13C-Van.D30.R1	Unknown	106597	mz45	151118	2	5084.38108946815	0.676483085756552	experimental	0.0281867952398563	0.877077594121037
MR.M.13C-Van.D30.R1	Unknown	50561	mz45	151118	2	2407.42554376264	0.322683568947194	experimental	0.0134451487061331	0.473591565089169
MR.A.13C-Pal.D30.R1	Unknown	3436	mz45	151118	2	156.166886981785	0.0204703690880792	experimental	0.000852932045336634	0.027483853674688
MR.F.13C-Pal.D30.R1	Unknown	9391	mz45	151118	2	440.649545891705	0.0588461021293076	experimental	0.00245192092205448	0.101894701307397
MR.M.13C-Pal.D30.R1	Unknown	8095	mz45	151118	2	378.736947076045	0.0515112204324983	experimental	0.00214630085135409	0.100751951174459
unk_5perc_2.0ml_1	Unknown	1658	mz45	151118	2	71.2281518782017	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R2	Unknown	576	mz45	151118	2	19.5387753978434	0.00256595855466941	experimental	0.000106914939777892	0.00700774588138574
MR.F.H2O-Con.D30.R2	Unknown	1176	mz45	151118	2	48.2020155902787	0.00625894163559854	experimental	0.000260789234816606	0.0168478975646959
MR.M.H2O-Con.D30.R2	Unknown	1116	mz45	151118	2	45.3356915710352	0.00612133138654631	experimental	0.000255055474439429	0.0185350614661766
MR.A.12C-Con.D30.R2	Unknown	2681	mz45	151118	2	120.098976406304	0.0158609495371553	experimental	0.000660872897381471	0.0209455324632136
MR.F.12C-Con.D30.R2	Unknown	8824	mz45	151118	2	413.562783909854	0.0544136419902605	experimental	0.00226723508292752	0.0973263074665047
MR.M.12C-Con.D30.R2	Unknown	7573	mz45	151118	2	353.799928108626	0.0442839692307136	experimental	0.00184516538461307	0.0871086149958538
MR.A.13C-Cel.D30.R2	Unknown	2868	mz45	151118	2	129.032352932946	0.0171361190120568	experimental	0.000714004958835702	0.0276281283191321
MR.F.13C-Cel.D30.R2	Unknown	10896	mz45	151118	2	512.546506707731	0.0644063283433007	experimental	0.0026835970143042	0.113702308158011
MR.M.13C-Cel.D30.R2	Unknown	9176	mz45	151118	2	430.378551489416	0.0570503066236278	experimental	0.00237709610931782	0.10378634991374
MR.A.13C-Xyl.D14.R2	Unknown	34510	mz45	151118	2	1640.63609654801	0.216671674604027	experimental	0.00902798644183447	0.248245501033475
MR.F.13C-Xyl.D14.R2	Unknown	187959	mz45	151118	2	8971.21200369635	1.18478895603877	experimental	0.0493662065016154	2.05051875600756
MR.M.13C-Xyl.D14.R2	Unknown	187556	mz45	151118	2	8951.95986070043	1.20209756162936	experimental	0.0500873984012233	1.9290767404166
MR.A.13C-Ami.D14.R2	Unknown	83870	mz45	151118	2	3998.66532304569	0.492617854606929	experimental	0.0205257439419554	0.530157872235368
MR.F.13C-Ami.D14.R2	Unknown	163253	mz45	151118	2	7790.95531670584	1.02507834326252	experimental	0.0427115976359383	1.54161983381346
MR.M.13C-Ami.D14.R2	Unknown	108187	mz45	151118	2	5160.3386759781	0.691675181919989	experimental	0.0288197992466662	1.66135473814004
MR.A.13C-Van.D30.R2	Unknown	30979	mz45	151118	2	1471.95292801553	0.194031745931199	experimental	0.0080846560804666	0.210912185044501
MR.F.13C-Van.D30.R2	Unknown	112438	mz45	151118	2	5363.41773274151	0.705680258737269	experimental	0.0294033441140529	0.903642530606387
MR.M.13C-Van.D30.R2	Unknown	55517	mz45	151118	2	2644.18390775216	0.347902862904114	experimental	0.0144959526210048	0.504368907865112
MR.A.13C-Pal.D30.R2	Unknown	3839	mz45	151118	2	175.419029977704	0.0229507199666425	experimental	0.000956279998610103	0.0311108957518677
MR.F.13C-Pal.D30.R2	Unknown	9941	mz45	151118	2	466.924182734771	0.062124830218778	experimental	0.00258853459244908	0.101362933657628
MR.M.13C-Pal.D30.R2	Unknown	8526	mz45	151118	2	399.326707947611	0.0524421700696371	experimental	0.00218509041956821	0.0991883441355524
unk_5perc_2.0ml_2	Unknown	1472	mz45	151118	2	62.3425474185468	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R3	Unknown	558	mz45	151118	2	18.6788781920703	0.00246683821361485	experimental	0.000102784925567285	0.00643689789125005
MR.F.H2O-Con.D30.R3	Unknown	1280	mz45	151118	2	53.1703105569675	0.00698266961209548	experimental	0.000290944567170645	0.0192948860595757
MR.M.H2O-Con.D30.R3	Unknown	1063	mz45	151118	2	42.8037720207034	0.00568454743976414	experimental	0.000236856143323506	0.019531151918717
MR.A.12C-Con.D30.R3	Unknown	2453	mz45	151118	2	109.206945133179	0.014530116828333	experimental	0.000605421534513874	0.019080619268793
MR.F.12C-Con.D30.R3	Unknown	9366	mz45	151118	2	439.455244217021	0.0581452209147139	experimental	0.00242271753811308	0.0998832415701659
MR.M.12C-Con.D30.R3	Unknown	7064	mz45	151118	2	329.483946012044	0.0441629673181093	experimental	0.00184012363825455	0.0886216300948156
MR.A.13C-Cel.D30.R3	Unknown	3251	mz45	151118	2	147.329054589117	0.0193845063992103	experimental	0.000807687766633761	0.0287161807895465
MR.F.13C-Cel.D30.R3	Unknown	9240	mz45	151118	2	433.435963776609	0.0572420028443159	experimental	0.0023850834518465	0.104216329429599
MR.M.13C-Cel.D30.R3	Unknown	10017	mz45	151118	2	470.554859825813	0.0621441340258472	experimental	0.00258933891774363	0.108777293064288
MR.A.13C-Xyl.D14.R3	Unknown	33374	mz45	151118	2	1586.36702845033	0.209504594781351	experimental	0.00872935811588962	0.247668701941244
MR.F.13C-Xyl.D14.R3	Unknown	194530	mz45	151118	2	9285.12225587051	1.23997234910653	experimental	0.0516655145461054	2.07137560974663
MR.M.13C-Xyl.D14.R3	Unknown	178917	mz45	151118	2	8539.25697399635	1.12774253371779	experimental	0.046989272238241	1.86698024219733
MR.A.13C-Ami.D14.R3	Unknown	87417	mz45	151118	2	4168.11284464997	0.562788370364768	experimental	0.0234495154318654	0.61183227083887
MR.F.13C-Ami.D14.R3	Unknown	166384	mz45	151118	2	7940.52965844337	1.00758522152582	experimental	0.0419827175635759	1.75735841621152
MR.M.13C-Ami.D14.R3	Unknown	85904	mz45	151118	2	4095.83370729804	0.540918946088737	experimental	0.022538289420364	1.5758005180827
MR.A.13C-Van.D30.R3	Unknown	34627	mz45	151118	2	1646.22542838553	0.21740983335337	experimental	0.00905874305639041	0.236457274628975
MR.F.13C-Van.D30.R3	Unknown	120945	mz45	151118	2	5769.81470660325	0.766259230669456	experimental	0.0319274679445607	0.964572933294332
MR.M.13C-Van.D30.R3	Unknown	50239	mz45	151118	2	2392.0429381927	0.318264221272217	experimental	0.0132610092196757	0.486474504524521
MR.A.13C-Pal.D30.R3	Unknown	3107	mz45	151118	2	140.449876942933	0.0178564923635448	experimental	0.000744020515147701	0.0224014531734378
MR.F.13C-Pal.D30.R3	Unknown	9281	mz45	151118	2	435.394618523092	0.0583588928718643	experimental	0.00243162053632768	0.0988058379716482
MR.M.13C-Pal.D30.R3	Unknown	9241	mz45	151118	2	433.483735843597	0.0531896629159345	experimental	0.0022162359548306	0.0929993747936879
unk_5perc_2.0ml_3	Unknown	1917	mz45	151118	2	83.6011172279363	NA	experimental	NA	NA
std_1perc_0.0ml	Standard	14097	mz44	151119	3	0	NA	experimental	NA	NA
std_1perc_2.0ml	Standard	39579	mz44	151119	3	1138.63515351257	NA	experimental	NA	NA
std_1perc_4.0ml	Standard	82496	mz44	151119	3	3056.33411290739	NA	experimental	NA	NA
std_5perc_2.0ml	Standard	180381	mz44	151119	3	7430.21771708202	NA	experimental	NA	NA
std_5perc_4.0ml	Standard	392889	mz44	151119	3	16925.9040526385	NA	experimental	NA	NA
std_5perc_8.0ml	Standard	796549	mz44	151119	3	34963.0073438591	NA	experimental	NA	NA
std_100perc_0.8ml	Standard	1175108	mz44	151119	3	51878.5000476721	NA	experimental	NA	NA
air_control	Unknown	22917	mz44	151119	3	394.112002746286	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R1	Unknown	36935	mz44	151119	3	1020.49092048976	0.1352746778832	experimental	0.00563644491179999	0.589267247505444
MR.F.H2O-Con.D30.R1	Unknown	87163	mz44	151119	3	3264.87387671884	0.43519987486532	experimental	0.0181333281193883	1.97443117160892
MR.M.H2O-Con.D30.R1	Unknown	81341	mz44	151119	3	3004.72420778586	0.397561196842194	experimental	0.0165650498684247	1.95372122125914
MR.A.12C-Con.D30.R1	Unknown	454157	mz44	151119	3	19663.5972708085	2.61626552470363	experimental	0.109011063529318	3.84519243130386
MR.F.12C-Con.D30.R1	Unknown	214775	mz44	151119	3	8967.07579219038	1.17982388851057	experimental	0.0491593286879403	8.53522915986143
MR.M.12C-Con.D30.R1	Unknown	208529	mz44	151119	3	8687.98014942924	1.14952439807896	experimental	0.0478968499199566	7.33163502683011
MR.A.13C-Cel.D30.R1	Unknown	594585	mz44	151119	3	25938.4680555766	3.47670874676965	experimental	0.144862864448736	4.88252856776457
MR.F.13C-Cel.D30.R1	Unknown	228181	mz44	151119	3	9566.10816280452	1.20678620153823	experimental	0.0502827583974264	8.52658358808255
MR.M.13C-Cel.D30.R1	Unknown	184592	mz44	151119	3	7618.38162224808	1.00612653064149	experimental	0.0419219387767285	7.23079674049529
MR.A.13C-Xyl.D14.R1	Unknown	427193	mz44	151119	3	18458.7405766984	2.46505401692106	experimental	0.102710584038377	3.85719150329422
MR.F.13C-Xyl.D14.R1	Unknown	207936	mz44	151119	3	8661.48259641013	1.07986096289804	experimental	0.0449942067874183	6.5815506497576
MR.M.13C-Xyl.D14.R1	Unknown	150127	mz44	151119	3	6078.35099020151	0.77877895290889	experimental	0.0324491230378704	5.23629031382996
MR.A.13C-Ami.D14.R1	Unknown	347350	mz44	151119	3	14891.0439060327	1.86386281555572	experimental	0.077660950648155	3.33757156048821
MR.F.13C-Ami.D14.R1	Unknown	200625	mz44	151119	3	8334.79859957588	1.10895508746971	experimental	0.0462064619779045	6.92260303262143
MR.M.13C-Ami.D14.R1	Unknown	167436	mz44	151119	3	6851.78462461596	0.91163827499098	experimental	0.0379849281246242	5.9181962308792
MR.A.13C-Van.D30.R1	Unknown	348252	mz44	151119	3	14931.3487843181	1.98663410991079	experimental	0.082776421246283	3.82487871041197
MR.F.13C-Van.D30.R1	Unknown	183351	mz44	151119	3	7562.92890168026	1.00625688569329	experimental	0.0419273702372204	7.44725484038438
MR.M.13C-Van.D30.R1	Unknown	174147	mz44	151119	3	7151.65828112733	0.958585250548647	experimental	0.0399410521061936	7.06871686456049
MR.A.13C-Pal.D30.R1	Unknown	518457	mz44	151119	3	22536.7720754101	2.95412203799241	experimental	0.123088418249684	4.76861575289941
MR.F.13C-Pal.D30.R1	Unknown	212602	mz44	151119	3	8869.97767632103	1.18453228215455	experimental	0.0493555117564394	8.55310273087175
MR.M.13C-Pal.D30.R1	Unknown	168204	mz44	151119	3	6886.10186022924	0.936564318800625	experimental	0.0390235132833594	7.53962726133112
unk_5perc_2.0ml_1	Unknown	194949	mz44	151119	3	8081.17278012146	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R2	Unknown	38378	mz44	151119	3	1084.96978896628	0.14248526096795	experimental	0.00593688587366459	0.644623126326132
MR.F.H2O-Con.D30.R2	Unknown	78117	mz44	151119	3	2860.66331245093	0.371451784587601	experimental	0.01547715769115	1.78291353608146
MR.M.H2O-Con.D30.R2	Unknown	90484	mz44	151119	3	3413.26911040596	0.460867599284753	experimental	0.0192028166368647	2.07663870023364
MR.A.12C-Con.D30.R2	Unknown	654790	mz44	151119	3	28628.6622874746	3.78086293026942	experimental	0.157535955427893	5.34554931948029
MR.F.12C-Con.D30.R2	Unknown	226395	mz44	151119	3	9486.30271644343	1.2481400645961	experimental	0.0520058360248375	8.46375751736227
MR.M.12C-Con.D30.R2	Unknown	200105	mz44	151119	3	8311.56297129605	1.04033090353542	experimental	0.0433471209806424	7.2841322245723
MR.A.13C-Cel.D30.R2	Unknown	540366	mz44	151119	3	23515.7516522999	3.12300527590311	experimental	0.130125219829296	4.79419141451879
MR.F.13C-Cel.D30.R2	Unknown	227632	mz44	151119	3	9541.57670140909	1.19898958221594	experimental	0.0499578992589975	8.83690224230281
MR.M.13C-Cel.D30.R2	Unknown	171627	mz44	151119	3	7039.05485177125	0.93308608489975	experimental	0.0388785868708229	7.00354765476704
MR.A.13C-Xyl.D14.R2	Unknown	429154	mz44	151119	3	18546.3657056537	2.4493378657935	experimental	0.102055744408062	3.60671057000577
MR.F.13C-Xyl.D14.R2	Unknown	197878	mz44	151119	3	8212.05192479764	1.08452998579327	experimental	0.0451887494080527	6.50739669295956
MR.M.13C-Xyl.D14.R2	Unknown	155113	mz44	151119	3	6301.14491828461	0.84613772398556	experimental	0.0352557384993983	5.458094801392
MR.A.13C-Ami.D14.R2	Unknown	409226	mz44	151119	3	17655.9049357298	2.17512927637524	experimental	0.090630386515635	3.19922902998102
MR.F.13C-Ami.D14.R2	Unknown	190006	mz44	151119	3	7860.3002597615	1.03420225637093	experimental	0.043091760682122	5.86339141039891
MR.M.13C-Ami.D14.R2	Unknown	152852	mz44	151119	3	6200.1146191679	0.831043401686208	experimental	0.034626808403592	5.61090052269032
MR.A.13C-Van.D30.R2	Unknown	374974	mz44	151119	3	16125.3919744979	2.12563723953797	experimental	0.0885682183140822	3.72669562956036
MR.F.13C-Van.D30.R2	Unknown	203274	mz44	151119	3	8453.16625210138	1.11220733591506	experimental	0.0463419723297944	7.73088007147468
MR.M.13C-Van.D30.R2	Unknown	184321	mz44	151119	3	7606.27228520224	1.00077906695215	experimental	0.0416991277896727	7.17217483001203
MR.A.13C-Pal.D30.R2	Unknown	527864	mz44	151119	3	22957.1135277722	3.00356400263579	experimental	0.125148500109825	5.1286289855589
MR.F.13C-Pal.D30.R2	Unknown	232056	mz44	151119	3	9739.25827738977	1.29582015520356	experimental	0.0539925064668151	8.61784317748009
MR.M.13C-Pal.D30.R2	Unknown	189047	mz44	151119	3	7817.44839914543	1.02663796410127	experimental	0.0427765818375528	7.72396978422074
unk_5perc_2.0ml_2	Unknown	197527	mz44	151119	3	8196.36787570876	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R3	Unknown	38599	mz44	151119	3	1094.8449309852	0.144591408861126	experimental	0.00602464203588025	0.617860777138189
MR.F.H2O-Con.D30.R3	Unknown	97744	mz44	151119	3	3737.67422831276	0.490855591787247	experimental	0.0204523163244686	2.15063811663868
MR.M.H2O-Con.D30.R3	Unknown	87439	mz44	151119	3	3277.20663326736	0.435228852441025	experimental	0.0181345355183761	2.0865814620747
MR.A.12C-Con.D30.R3	Unknown	579224	mz44	151119	3	25252.0786594105	3.35981976816614	experimental	0.139992490340256	4.84591444276076
MR.F.12C-Con.D30.R3	Unknown	242267	mz44	151119	3	10195.5255857846	1.3489908138047	experimental	0.0562079505751959	8.84938254162351
MR.M.12C-Con.D30.R3	Unknown	190757	mz44	151119	3	7893.85786906563	1.05806729373273	experimental	0.0440861372388639	7.41674289494295
MR.A.13C-Cel.D30.R3	Unknown	543008	mz44	151119	3	23633.8065175216	3.10956772887916	experimental	0.129565322036632	4.92407078101255
MR.F.13C-Cel.D30.R3	Unknown	249412	mz44	151119	3	10514.7920551295	1.38864286083405	experimental	0.0578601192014187	8.51884829973749
MR.M.13C-Cel.D30.R3	Unknown	201402	mz44	151119	3	8369.517990294	1.10532584428754	experimental	0.0460552435119806	7.71356420898376
MR.A.13C-Xyl.D14.R3	Unknown	374900	mz44	151119	3	16122.0853658581	2.12917370383319	experimental	0.0887155709930496	3.28188923474047
MR.F.13C-Xyl.D14.R3	Unknown	192115	mz44	151119	3	7954.53860599641	1.06228088866572	experimental	0.0442617036944048	6.54547704649832
MR.M.13C-Xyl.D14.R3	Unknown	161318	mz44	151119	3	6578.40852112369	0.868781805727851	experimental	0.0361992419053271	5.4448601389659
MR.A.13C-Ami.D14.R3	Unknown	234811	mz44	151119	3	9862.36242337231	1.33163930130173	experimental	0.0554849708875719	2.64077870040448
MR.F.13C-Ami.D14.R3	Unknown	194808	mz44	151119	3	8074.87235014559	1.02463215877077	experimental	0.0426930066154489	6.55626869185627
MR.M.13C-Ami.D14.R3	Unknown	132410	mz44	151119	3	5286.6863243675	0.698189672540462	experimental	0.0290912363558526	5.08260540437098
MR.A.13C-Van.D30.R3	Unknown	363522	mz44	151119	3	15613.6719455353	2.06202975435878	experimental	0.085917906431616	3.69613325034893
MR.F.13C-Van.D30.R3	Unknown	202422	mz44	151119	3	8415.09556884289	1.11756529186491	experimental	0.0465652204943712	7.76968176370718
MR.M.13C-Van.D30.R3	Unknown	183369	mz44	151119	3	7563.73321188995	1.0063639001446	experimental	0.0419318291726918	7.08138449010788
MR.A.13C-Pal.D30.R3	Unknown	399146	mz44	151119	3	17205.4912183055	2.18746879127236	experimental	0.0911445329696818	3.81511335765595
MR.F.13C-Pal.D30.R3	Unknown	205043	mz44	151119	3	8532.21207215332	1.14363023587168	experimental	0.0476512598279866	8.33690479977285
MR.M.13C-Pal.D30.R3	Unknown	219444	mz44	151119	3	9175.7049238029	1.12588457549247	experimental	0.0469118573121861	7.36996266482045
unk_5perc_2.0ml_3	Unknown	193384	mz44	151119	3	8011.24247577929	NA	experimental	NA	NA
std_1perc_0.0ml	Standard	195	mz45	151119	3	0	NA	experimental	NA	NA
std_1perc_2.0ml	Standard	419	mz45	151119	3	10.0091937205406	NA	experimental	NA	NA
std_1perc_4.0ml	Standard	914	mz45	151119	3	32.1277244869138	NA	experimental	NA	NA
std_5perc_2.0ml	Standard	2176	mz45	151119	3	88.5188069660309	NA	experimental	NA	NA
std_5perc_4.0ml	Standard	4764	mz45	151119	3	204.160741558705	NA	experimental	NA	NA
std_5perc_8.0ml	Standard	9608	mz45	151119	3	420.609555765396	NA	experimental	NA	NA
std_100perc_0.8ml	Standard	13644	mz45	151119	3	600.953778337279	NA	experimental	NA	NA
air_control	Unknown	300	mz45	151119	3	4.6918095565034	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R1	Unknown	389	mz45	151119	3	8.66867670439677	0.00114910620498033	experimental	4.78794252075138e-05	0.00673028585058834
MR.F.H2O-Con.D30.R1	Unknown	1028	mz45	151119	3	37.2216891482603	0.00496156209129844	experimental	0.000206731753804102	0.0219028044478982
MR.M.H2O-Con.D30.R1	Unknown	982	mz45	151119	3	35.1662297235065	0.00465291567894246	experimental	0.000193871486622602	0.0228705898381945
MR.A.12C-Con.D30.R1	Unknown	6234	mz45	151119	3	269.846075349753	0.0359033484154098	experimental	0.00149597285064208	0.0518232145782523
MR.F.12C-Con.D30.R1	Unknown	2886	mz45	151119	3	120.244376348102	0.0158208975771232	experimental	0.000659204065713467	0.111837599341708
MR.M.12C-Con.D30.R1	Unknown	2746	mz45	151119	3	113.988630272764	0.0150820684840943	experimental	0.000628419520170595	0.0981422687674886
MR.A.13C-Cel.D30.R1	Unknown	8611	mz45	151119	3	376.059706928882	0.0504058323562475	experimental	0.00210024301484365	0.0752194542522772
MR.F.13C-Cel.D30.R1	Unknown	4368	mz45	151119	3	186.465916945607	0.0235230975645964	experimental	0.000980129065191516	0.132002142659166
MR.M.13C-Cel.D30.R1	Unknown	6509	mz45	151119	3	282.134147997738	0.0372602300036384	experimental	0.00155250958348493	0.141439140027778
MR.A.13C-Xyl.D14.R1	Unknown	169740	mz45	151119	3	7575.93191673685	1.01172023766602	experimental	0.0421550099027507	1.3506116090568
MR.F.13C-Xyl.D14.R1	Unknown	42047	mz45	151119	3	1870.11060532172	0.23315401451312	experimental	0.00971475060471335	2.26676931080615
MR.M.13C-Xyl.D14.R1	Unknown	35049	mz45	151119	3	1557.4126693559	0.199540995550147	experimental	0.00831420814792278	2.0964557744148
MR.A.13C-Ami.D14.R1	Unknown	159316	mz45	151119	3	7110.14693752741	0.889953624045519	experimental	0.0370814010018966	1.49598709376592
MR.F.13C-Ami.D14.R1	Unknown	33366	mz45	151119	3	1482.20966475023	0.197209798027415	experimental	0.00821707491780896	2.10183367059186
MR.M.13C-Ami.D14.R1	Unknown	26690	mz45	151119	3	1183.89994475769	0.157519327084995	experimental	0.00656330529520812	1.97336547331853
MR.A.13C-Van.D30.R1	Unknown	108180	mz45	151119	3	4825.19099960972	0.641997529166755	experimental	0.0267498970486148	0.916889758397331
MR.F.13C-Van.D30.R1	Unknown	29611	mz45	151119	3	1314.42161822956	0.174885394434127	experimental	0.00728689143475531	1.05196298855516
MR.M.13C-Van.D30.R1	Unknown	17276	mz45	151119	3	763.245705091759	0.102302996967332	experimental	0.00426262487363882	0.575894562056501
MR.A.13C-Pal.D30.R1	Unknown	8521	mz45	151119	3	372.038155880451	0.048766793735278	experimental	0.00203194973896992	0.076250647409966
MR.F.13C-Pal.D30.R1	Unknown	3744	mz45	151119	3	158.583163009815	0.0211778296232663	experimental	0.000882409567636097	0.123072530930664
MR.M.13C-Pal.D30.R1	Unknown	4426	mz45	151119	3	189.057583176818	0.0257133266681296	experimental	0.00107138861117207	0.126465277842589
unk_5perc_2.0ml_1	Unknown	2326	mz45	151119	3	95.2213920467501	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R2	Unknown	566	mz45	151119	3	16.5777270996454	0.0021770945108978	experimental	9.07122712874085e-05	0.00918484039228355
MR.F.H2O-Con.D30.R2	Unknown	877	mz45	151119	3	30.4744201670031	0.0039570465024796	experimental	0.000164876937603317	0.0208049440671755
MR.M.H2O-Con.D30.R2	Unknown	959	mz45	151119	3	34.1385000111295	0.0046094603251018	experimental	0.000192060846879242	0.0231445217912784
MR.A.12C-Con.D30.R2	Unknown	8737	mz45	151119	3	381.689878396686	0.0504081223774279	experimental	0.00210033843239283	0.0713536548406415
MR.F.12C-Con.D30.R2	Unknown	3152	mz45	151119	3	132.130293891243	0.0173847618489607	experimental	0.000724365077040031	0.114711069315465
MR.M.12C-Con.D30.R2	Unknown	2652	mz45	151119	3	109.78834362218	0.0137418445980093	experimental	0.000572576858250388	0.100850459593863
MR.A.13C-Cel.D30.R2	Unknown	7557	mz45	151119	3	328.962875761696	0.0436878570487692	experimental	0.00182032737703205	0.0713159853679012
MR.F.13C-Cel.D30.R2	Unknown	4371	mz45	151119	3	186.599968647221	0.0234480553320709	experimental	0.000977002305502956	0.137150363490082
MR.M.13C-Cel.D30.R2	Unknown	6481	mz45	151119	3	280.88299878267	0.037233410332507	experimental	0.00155139209718779	0.141019760246247
MR.A.13C-Xyl.D14.R2	Unknown	151566	mz45	151119	3	6763.84670835692	0.893271820696984	experimental	0.0372196591957077	1.14151732173046
MR.F.13C-Xyl.D14.R2	Unknown	43093	mz45	151119	3	1916.8499652846	0.253150039071283	experimental	0.0105479182946368	2.30366879507884
MR.M.13C-Xyl.D14.R2	Unknown	37231	mz45	151119	3	1654.9129403301	0.222226958256717	experimental	0.00925945659402988	2.15130369867331
